ID,Category,Question,,
13139,Valuation,do you know what the five million dollars is about respect it's about respecting me without respecting the product and it's about respecting you one million bucks if if that's gonna hurt you just say i'm out look one million bucks wouldn't even hurt me yeah but look that's not how the market works of course wait wait wait wait wait one million bucks wouldn't hurt you correct,,
13140,Valuation,can i ask you how you get into a 2 million evaluation?,,
13143,Valuation,so you're valuing your business at $5 million?,,
13144,Valuation,can i just ask what he invested to get that ten percent?,,
13146,Valuation,"so $400,000 for 5% that's the value proposition yes a big valuation y i mean if you're asking $8 million valuation you must be earning plenty of revenue and profit",,
13147,Valuation,so why are you worth 30 times this year's numbers,,
13150,Valuation,why is this worth four million bucks that's a great question?,,
13151,Valuation,what are you nuts no i'm not nutsyou're missing,,
13152,Valuation,what makes you think it's worth 10 million dollars,,
13154,Valuation,what do you think it should be?,,
13155,Valuation,why is it worth 1.5 million right?,,
13156,Valuation,the valuation is pretty high it's uh 1.5 million dollars why do you feel it's worth that much so?,,
13157,Valuation,you're looking for 250 000 for 10 so you're valuing your company at a cool two and a half mil correct why don't you demonstrate it,,
13159,Valuation,are you serious,,
13160,Valuation,what are you thinking i i'm thinking less money,,
13162,Valuation,so um the bit i'm confused about is amillion dollar valuationwe haven't got sales yet we don't have abarrier to entry really we're amarketing machine yeah yeah how did youcome up with that number,,
13164,Valuation,what's the land worth,,
13165,Valuation,"i want to talk about thebusiness i did a quickcalculation 250,000 for 7 half per. thatcomes to valuation of 3,333,000 33 333 yeah okay so what need to do is findout why",,
13166,Valuation,"how come these three investorsput in 50,000 and now suddenly we haveto buy in at a later stage at 250,000",,
13169,Valuation,but you you've just bailed your business at a million quid approached a million pounds yep on what basis,,
13170,Valuation,why is this business worth $2.5 million,,
13172,Valuation,so you're looking for 300000 for 10 so you're valuing your business at 3 million yes correct it's not a bad valuation for a brand new business but your sales are impressive so it seems to me you've almost started a community in the coconut bowls happens to simply be the product around that community is that how you see it,,
13175,Valuation,what was your last capital raising done at?,,
13176,Valuation,take the total value of every bottle of whiskey that you've got on your website about half a million what would it all come to in value?,,
13179,Valuation,okay without those deals what do you have is a isa perfectly nice product quite like it but but plenty of those things around on the market at the moment there are so what we're looking at is a business that currently turns over 90000 pounds a year and you projected the next year 2.1 million sales but largely on the back of these documents which are at best flimsy what i feel is that howder is not going to become a big brand without something really special so i think you're really going to struggle and a hundred thousand pounds i don't think he's going to touch the sides although i would suggest your business isn't worth six or seven hundred thousand today so it's a big ask,,
13181,Valuation,let's just talk about numbers yeah yeah you've got a valuation of a half a million pounds so let's get these big numbers what are they ladies,,
13182,Valuation,why isthis business in your wildestimagination worth a million pounds,,
13183,Valuation,eleventhousand pound turnover in its secondyear is that worth a million poundsdirectly on what you're saying,,
13184,Valuation,what assetsyou've got that are worth a millionpounds,,
13186,Valuation,"so so let me ask you a question ifyou had to revalue the business where weare today what would you value t if ifyou came to me today i would probablyaround the i suppose 40,000 perhaps atthis stage 40,000 yeah at this stage sookay",,
13188,Valuation,so you're valuing your new business itat 2 million bucks,,
13190,Valuation,"that's 200,000 exactly 10% so you're valuing your business at a cool $2 million correct",,
13197,Valuation,i think there's 700 thousand dollar valuations making me sweat a lot make me an offer,,
13198,Valuation,what was your last valuation of the company at,,
13199,Valuation,"just confirming $300,000 for 20% of your company yes valuing your business at 1.5 million that's correct okay",,
13200,Valuation,so that's 60 000 for 25 but you've got to lose 15 pounds oh sorry no no so you've just got to be convinced that that's what it is,,
13201,Valuation,so you're looking 15 for a hundred thousand dollars so you're valuing it around 660 is that right,,
13203,Valuation,so just to clarify that you're seeking a hundred thousand dollars yes for twenty percent which values your business at half a million dollars yes,,
13205,Valuation,"you're looking for $250,000 for 10% so you're valuing your company at a cool 2 and 1/2 mil correct",,
13206,Valuation,let's assume this works you've got zero revenue so you haven't really testedyour system you've put a fewtransactions through and it looks likeit pays and the money arrives in theright place so we got to test thesoftware we got to support it then wegot to sell it both sides and both sidesof the marketplace have to grow togetherto ensure success cuz if you grow oneside and not other you'll quickly die soyou got all of that risk out there sohow do you then value your business at 2and a2 million with all thatrisk,,
13207,Valuation,you're after 23 timesprofit projected profit 20 three timesthe projected profit,,
13208,Valuation,you know $2.3million youdreaming,,
13209,Valuation,"you're valuing the businessat 300,000 or less cuz you got controlbut that's what it's worth that's allit's worth right now actually ingenuinely we're only talking let's putin perspective you're valuing it on bigplans but the reality is you're onestore that hasn't even had 12 monthsworth oftrade and the fact that's all you'vegot why i think that i'd like to do itwith you is cuz i think i got could workwithyou now you know why this is called the shark tank i know you may not think it but itis a very very generousdeal youto us it's it is about the person we'reworking with um more than more than somuch the money as wellum would you um and obviously that's alarge jump from from our initialconversation but saying thatum i think what what about if we we wentinto it together side by side and wewould have a a completely even split at50% we would still learn from you and beopen to what yousay um so i don't think that would be anissue with if you think one thing thatwe would want to go the opposite way butum i think we'd probably consider and bequite happy with a 50% 5050 sharedonebeautiful",,
13212,Valuation,so um the bit i'm confused used about as a million dollar valuation we haven't got sales yet we don't have a barrier to entry really we're a marketing machine yeah yeah how did you come up with that number,,
13214,Valuation,so that's 75 000 for 20 so you're valuing your company at about 3.75 correct?,,
13215,Valuation,so if you've outgrown your kitchen you could talk about some pretty healthynumbers then to support your 375000 evaluation what do you reckon?,,
13216,Valuation,but actuallyhis valuation made all the sense in the world to meso i'm also not going to adjust from 35,,
13218,Valuation,so you guys are going to revolutionizethe tea market and i don't know howyou're going to attract the dragon atone half percent so you're really reallygonna show me how a t startup businesscan be worth about five millionso explain to me the numbers you turnedover 620000,,
13219,Valuation,"300,000 5% p a 6 million value you got to be selling a ton of these right?",,
13220,Valuation,if you're asking $8 million valuation you must be earning plenty of revenue and profit,,
13223,Valuation,explain to me who's advised you on thisvaluation,,
13224,Valuation,how do you justify valuing the business at five hundred thousand,,
13225,Valuation,are you valuing your business at 30 times revenue?,,
13227,Valuation,but you're valuing the business at12 million dollars right?,,
13232,Valuation,"why would you give up 20% of your company for $600,000 when you're anticipating doing how much in sales this year",,
13233,Valuation,you stand by evaluation of 600 000pounds,,
13234,Valuation,what's your value and dresses you have in the business please,,
13235,Valuation,you are not worth 1.2 million you are so far from that right now i can't approach it even though i see the idea,,
13236,Valuation,"so why don't you tell me what you're selling cuz if i want toplay ball and get involved in this put chef wonderful behind it i got to writea check for 400,000 why would i do that",,
13237,Valuation,at whatvaluation,,
13238,Valuation,how are you getting a valuation of one hundred thousand four twenty five percent on this okay what what's your turnover next year at best?,,
13240,Valuation,stephen um i believe this is not an investment for me because i think it's too small i think a lot of it is based on crystal ball and i think it's a good little business you're running but i'm not going to invest okay i appreciate your time,,
13243,Valuation,why are you worth 5.75 million?,,
13244,Valuation,why is it worth 28 million dollars that was my first question because i never answered,,
13248,Differentiation/Unique Selling Proposition (USP),so just to be clear you are the originator inventor and owner of the product range this isn't a distribution line no?,,
13249,Differentiation/Unique Selling Proposition (USP),i have to take you back toto your original claim when you came inwhich i found riveting when you saidit's makeup you can sleep in and thesecond thing was it was a blush thatwould adjust your skin tone but nowyou're telling me you're making threemore shades yeah um i'm a littleconfused it's not a product and totallyclear them honestly,,
13252,Differentiation/Unique Selling Proposition (USP),why not just do a browser extension though and just make it really really big on the screen where everybody's looking?,,
13254,Differentiation/Unique Selling Proposition (USP),so you're not saying okay this is crazynew this is just a better portableelectric bike?,,
13257,Differentiation/Unique Selling Proposition (USP),mo why did you decide on bow ties?,,
13258,Differentiation/Unique Selling Proposition (USP),when you go to manufacturing do you not lose a certain amount of cachet around it because today it's handcrafted most bows if you have it manufactured is it still hand crafted?,,
13260,Differentiation/Unique Selling Proposition (USP),so so um this is quite a crowded space there's lots of choice if i go in and try and buy dog biscuits or dog treats of any kind loads of stuff to look at in a nutshell why is yours better or different,,
13261,Differentiation/Unique Selling Proposition (USP),when you compare this to other prepaid cards what is unique about it because there are a lot of prepaid cards out there,,
13262,Differentiation/Unique Selling Proposition (USP),what's complicated about doing it,,
13263,Differentiation/Unique Selling Proposition (USP),so how is yours differentthan any other flashlight out there oris it don't get us started on that i'mgetting you started onthis first of all this is not aflashlight this is a solar powerrechargeable light and power devicethat's used around the world in mostrugged conditions you could possiblyimagine otherwise known as a flashlightno power device that will keep you safeand your family so it's a deviceformally known as a flashlight is it anemergency listen you go down and you buythis 20 this $10 flashlight that's yourhardware store you bring it back tell meis it going to work as a lantern a tableno but a $55 device,,
13266,Differentiation/Unique Selling Proposition (USP),hang on hang on a minute hang on vibrating underwear for couples in long distance now that is very creative,,
13268,Differentiation/Unique Selling Proposition (USP),what have you got that can prove that you have a product that prevents gray hair?,,
13270,Differentiation/Unique Selling Proposition (USP),what we're doing before you invented this amazing thing?,,
13279,Differentiation/Unique Selling Proposition (USP),this is called the envelope well it doesn't envelop me with any confidence whatsoever so i'm out,,
13284,Differentiation/Unique Selling Proposition (USP),i'm struggling with your differentiation in the marketplace i'm acustomer of a majorbig four bank of course yeah everything you've described i'm getting now from them so other than a really goodmarketing play please give us the lowdown on why this is such a great opportunity i think i'm missing out onsomething here,,
13285,Differentiation/Unique Selling Proposition (USP),but what's different from opening up an app on my phone i can see my bank balancestraight away and i know exactly all mytransactions am i missing something,,
13286,Differentiation/Unique Selling Proposition (USP),why are your guitars so special,,
13289,Differentiation/Unique Selling Proposition (USP),so you're saying size does matterbeing small gives you a competitive advantage yes,,
13290,Differentiation/Unique Selling Proposition (USP),now cars have been around taxis havebeen around i was advertising on carsand taxis1990 91 sure so it's not newi'm not sure where we're going with whatwhat you've got that'sother than i'm jonathan i'm a great guyback me,,
13293,Differentiation/Unique Selling Proposition (USP),why you pull the page down,,
13295,Differentiation/Unique Selling Proposition (USP),so what is the secret?,,
13300,Differentiation/Unique Selling Proposition (USP),i'm clearly too young because i've never heard of a high nolle before... talk to me about this bike and why it's so special?,,
13303,Differentiation/Unique Selling Proposition (USP),am i missing something?,,
13304,Differentiation/Unique Selling Proposition (USP),so this is that's that's a six string guitar and that's a six string guitar the other's around this is your basic product this is my introductory product right it's a point of difference in this that because it's like paint by numbers anyone virtually on the first lesson can pick it up and start playing music?,,
13306,Differentiation/Unique Selling Proposition (USP),sohow unique is it,,
13307,Differentiation/Unique Selling Proposition (USP),what about this it's not about thesteak it's about the sizzle that's whati am i'm a sizzling hot commodity rightnow,,
13308,Differentiation/Unique Selling Proposition (USP),what's your core competency?,,
13315,Differentiation/Unique Selling Proposition (USP),is anything lost in this process what hasn't this got that raw food has got,,
13317,Differentiation/Unique Selling Proposition (USP),and then my my other question is why zebede,,
13318,Differentiation/Unique Selling Proposition (USP),what is it that's so unique about this product what is it that makes it untangled?,,
13319,Differentiation/Unique Selling Proposition (USP),what's the difference i i specifically divide just some coloring hair itself i don't blow dry cut or style i just color you just color like debra sorry sorry can we just go back on that i'm sorry you just colors like her hair i think well i color yes like beverly's highlighter clearly don't because there isn't any color on this oh well i beg your pardon this one beautiful palette well there you go wonderful one beautiful,,
13320,Differentiation/Unique Selling Proposition (USP),james come on this is this is a plastic glass yup you didn't invent the plastic glass no not at all okay it's going to be filled with wine you didn't invent the wine you don't runaway nope that's right it's going to havea seal on the top you didn't invent theseal because there's loads of thingsthat seals on the topabsolutely so what have you got this unit why can't a wine cellar make his own glassput it in and put a tap on it,,
13321,Differentiation/Unique Selling Proposition (USP),ssia you're basically saying the idea is to start your baby on plant-based so they never acquire a taste for sugar is that the idea,,
13331,Differentiation/Unique Selling Proposition (USP),so what weird inspiration for that,,
13333,Differentiation/Unique Selling Proposition (USP),so what is the secret,,
13334,Differentiation/Unique Selling Proposition (USP),lou how did you come up with the idea of a tent for children?,,
13336,Differentiation/Unique Selling Proposition (USP),on a scale of naughtiness we're number one is a carrot or a celery stick and number 10 for naughtiness as a food is probably a cheesecake or a chocolate cake where does this sit,,
13337,Differentiation/Unique Selling Proposition (USP),healthiness to the side of yogurt better or worse for you,,
13339,Differentiation/Unique Selling Proposition (USP),how did you come up with this,,
13341,Differentiation/Unique Selling Proposition (USP),ours isbetter and different and do you have aretail location,,
13343,Differentiation/Unique Selling Proposition (USP),but then is thatopen engineering if i had just simply atag with my phone number on it isn'tthat a quicker process than downloadingan app scanning it then ringing thenumber?,,
13344,Differentiation/Unique Selling Proposition (USP),tell us what differentiates this product how do you convince people that this is what they should buy in a very crowded marketplace,,
13351,Differentiation/Unique Selling Proposition (USP),how do your traditional electric skateboards differ from this electric skateboard?,,
13352,Differentiation/Unique Selling Proposition (USP),can you give me some comparisons please if i've got cricket flour or insect flour and the nutritional benefit of that compared to regular flour what is the benefits,,
13353,Differentiation/Unique Selling Proposition (USP),modern robes mean anything to anybody today why couldn't i call it zortrobe,,
13358,Differentiation/Unique Selling Proposition (USP),it's just really telling uswhy is yours better?,,
13359,Differentiation/Unique Selling Proposition (USP),what's the story with the spritzer,,
13360,Differentiation/Unique Selling Proposition (USP),the vodka is your recipe yepyep sorry to my ignorance i can seegrapes on your bottle i didn't knowvodka came from grapes it comesfrom potatoes grain wheat and it canalso come from grapes and we we thinkour grape flood c matches the best inthe world as far as smoothness and tastegoes,,
13361,Differentiation/Unique Selling Proposition (USP),that's a really odd name uh the reason that is because uh it comes from the moments that you cherish and you remember they're temporary but they last forever so is this a temporary forever moment for you,,
13363,Differentiation/Unique Selling Proposition (USP),your product i'm trying tounderstand is it really that much betterand then when i go to time you say thistakes 20 or 30 minutes to put up whereasa joiner apparently it'll take 2 tothree hours but half an hour on yours bythe time you put the cost differentialin for your metal frame there's not alot of difference in an overall houseit's hardly going to affect their marginisit,,
13364,Differentiation/Unique Selling Proposition (USP),can you give me some comparisons please if i've got cricket flour or or insectflour yep and the nutritional benefit of that compared to regular flour what is the benefits,,
13366,Differentiation/Unique Selling Proposition (USP),what does that mean sorry what does that even mean,,
13368,Differentiation/Unique Selling Proposition (USP),did you used to lay in like a really bigoversized dog bed or something?,,
13369,Differentiation/Unique Selling Proposition (USP),so just explain to me now you probably i've gota little bit slower for me what's thebenefit of the collaboration if theyalready have all their notes what arethey exactly they're going to do withyour systemthat's what do you want feature of younew ink?,,
13370,Differentiation/Unique Selling Proposition (USP),you said this this something faster than any other website yes provides exact search results how do you analyze it is faster than any other website,,
13372,Differentiation/Unique Selling Proposition (USP),what is unique and proprietary about this business and from what i'm understanding you're saying you can't tell me,,
13373,Differentiation/Unique Selling Proposition (USP),what has it got to do with women,,
13374,Differentiation/Unique Selling Proposition (USP),is this is a bit of agimmick to get fish to come in thevicinity of where you're fishing toimprove your chances,,
13381,Differentiation/Unique Selling Proposition (USP),so you're a tech company or a beer company,,
13383,Differentiation/Unique Selling Proposition (USP),why is that it,,
13384,Differentiation/Unique Selling Proposition (USP),this like this is obviously not a new idea there's bottle holders that have been around for years so how is your product different to what's in the market place today,,
13385,Differentiation/Unique Selling Proposition (USP),is this a replacement for a a curling ironor a hair straightener or is itsomething completely different,,
13387,Differentiation/Unique Selling Proposition (USP),what's the advantage of using wood and propane as opposed to just wood or just propane?,,
13388,Differentiation/Unique Selling Proposition (USP),why would you want to build your own pizza oven when there's at least five that i know exist what is the personal motivation to say forget the five that are already in the market i'm going to go and try and get share with a new yeah no i go for it?,,
13389,Differentiation/Unique Selling Proposition (USP),why aren't you using velcro like everybody else,,
13393,Differentiation/Unique Selling Proposition (USP),can you tell us a little bit more about when he invented it and give us a little more of the story?,,
13397,Differentiation/Unique Selling Proposition (USP),so let's talk about uhdog balls let's do it dog grills theseare our balls products,,
13400,Differentiation/Unique Selling Proposition (USP),so you don't make the technology you're just applying it for a different correct,,
13401,Differentiation/Unique Selling Proposition (USP),so it is so competitive out there what is the x factor that you have that's winning these contracts,,
13404,Differentiation/Unique Selling Proposition (USP),what is your differentiation,,
13406,Differentiation/Unique Selling Proposition (USP),let's not kid ourselves you're not thefirst one to put birthing classes onlineno that's right there are some companiesthat do it what is unique about birthdayis that i'm actually a registeredmidwife it's obstetric endorsed so we'vehad four obstetricians go through theprogram plus we offer prenatal yogathrough to the breastfeeding consultantso it's all packaged into this one-stopshop,,
13408,Differentiation/Unique Selling Proposition (USP),do you ever explain why we have the groove in the side of the book?,,
13409,Differentiation/Unique Selling Proposition (USP),could you give me a bit of a backgrounda bit of a history lesson onwhy the g-stick g for gladys that's whyecology is thicknice,,
13415,Differentiation/Unique Selling Proposition (USP),you guys aren't the only player that is doing this right so h how areyou different from the other alternatives that exist,,
13416,Differentiation/Unique Selling Proposition (USP),does s stand for something,,
13417,Differentiation/Unique Selling Proposition (USP),what language,,
13418,Differentiation/Unique Selling Proposition (USP),can i direct a question at you gorgeous ladies um you're you're a consumer of this product how do you find the difference between what you've had in the past to what you've got now,,
13419,Differentiation/Unique Selling Proposition (USP),so what's different i mean there's lots of people kind of aggregating and accessing great artists across the globe sure so what's new about what you're doing,,
13421,Differentiation/Unique Selling Proposition (USP),i need to know a little bit more about the business because i get the feeling that this ecofriendly sort of piece it's a little bit of a red herring you're trying to be different in the market by saying that you're ecofriendly but if i'm if i own a haulage company now called peter logistics yes and i want to change my fleet of 80 lorries with my huge contracts up and down the country with my fantastic contacts i could do that tomorrow there are as i say companies will move that way which we hope they do because it's going to make things a lot better but why would it make it better for your business?,,
13423,Differentiation/Unique Selling Proposition (USP),but what'sdifferent from opening up an app on myphone i consume a bank balance straightaway and i know exactly all mytransactions am i missing something,,
13424,Differentiation/Unique Selling Proposition (USP),i want to understand what's unique about you?,,
13427,Differentiation/Unique Selling Proposition (USP),how did you come up with this guys?,,
13428,Differentiation/Unique Selling Proposition (USP),i'm not really sure what the differentiator here is,,
13429,Differentiation/Unique Selling Proposition (USP),what's the difference in their product to yours?,,
13430,Differentiation/Unique Selling Proposition (USP),so what sets you guys apart what's your secret sauce,,
13431,Differentiation/Unique Selling Proposition (USP),why is this bar so legendary?,,
13432,Differentiation/Unique Selling Proposition (USP),can you speak from your experience about how transformative that is as a value proposition or a value add to the individuals that are getting jobs because of standout?,,
13435,Differentiation/Unique Selling Proposition (USP),what is it that separates you from that type of competition,,
13436,Differentiation/Unique Selling Proposition (USP),so really your unique selling point is that you're taking a traditional product you're trying to add a twist by i think possibly yourselves being quite quirkyoh really yeah okay do you think that's enough of it?,,
13439,Differentiation/Unique Selling Proposition (USP),but tell me why you're going to be the successful platform,,
13447,Differentiation/Unique Selling Proposition (USP),is it a safer alternative or is it the fact that it's foldable what is the real key benefit of this,,
13449,Differentiation/Unique Selling Proposition (USP),does it work the same light if you put some tape across it yeah cut a couple of holes in for your pupils and it'd have the same effect,,
13450,Differentiation/Unique Selling Proposition (USP),what does this do that a normal car visor doesn't,,
13452,Differentiation/Unique Selling Proposition (USP),what you think really sets you apart cuz we know there's massive saturation in this market so what's your u sp,,
13453,Differentiation/Unique Selling Proposition (USP),what is your saying,,
13454,Differentiation/Unique Selling Proposition (USP),it's a very uncomplicated product right you mince up some chicken throw some spots in shape it,,
13455,Differentiation/Unique Selling Proposition (USP),why why do it why would you want to buy different sized pencils,,
13456,Differentiation/Unique Selling Proposition (USP),can i ask a direct question you gorgeousladiesum you're you're a consumer of thisproduct how do you find the differencebetween what you've had in the past towhat you've got now,,
13457,Differentiation/Unique Selling Proposition (USP),what's the difference between the other two?,,
13458,Differentiation/Unique Selling Proposition (USP),why would that make my business in a gym better?,,
13459,Differentiation/Unique Selling Proposition (USP),so what is your usp?,,
13460,Differentiation/Unique Selling Proposition (USP),i've actually seen a bunch of companies selling these kind of mom andkid tutus like there's a bunch out thereright well how do you guys differentiate,,
13461,Differentiation/Unique Selling Proposition (USP),i am wondering but instabags is actually an awesome idea,,
13462,Differentiation/Unique Selling Proposition (USP),what is what is so different about this product i mean there's no real competition,,
13463,Differentiation/Unique Selling Proposition (USP),is this completely unique or is it just that i've never heard of it before,,
13465,Differentiation/Unique Selling Proposition (USP),isn't it a good thing the mesocanal for mobile phones and motorcycles,,
13467,Differentiation/Unique Selling Proposition (USP),so guys where is your value what's the really hard thing to replicate for me,,
13469,Differentiation/Unique Selling Proposition (USP),are you inventing a category has anyone ever pickled a wiener before?,,
13471,Differentiation/Unique Selling Proposition (USP),can you give me some comparisons please if i've got cricket flour or insect flour nutritional benefit of that compared to regular flour what is the benefits?,,
13472,Differentiation/Unique Selling Proposition (USP),and why is that robot better than a human in that use case?,,
13479,Differentiation/Unique Selling Proposition (USP),so guys this is it's interestingso in essence it's just feels a bit likesort of putty yeah,,
13480,Differentiation/Unique Selling Proposition (USP),so actually what you telling me is this isjust an existing material that's outthere that you've come up with a cleveryou for so therefore the us p well there's not a u sp it's a thisis now a marketing play not really aproduct you invented that's right okayso you strike me as being like inventorpeople notmarketeers,,
13482,Differentiation/Unique Selling Proposition (USP),andy what's unique about this productdid you invent it,,
13484,Differentiation/Unique Selling Proposition (USP),i'm struggling with your differentiation in the marketplace i'm a customer of a major big four bank of course everything you've described i'm getting now from them so other than a really good marketing play please give us the lowdown on why this is such a great opportunity i think i'm missing out on something here,,
13485,Differentiation/Unique Selling Proposition (USP),but what's different from opening up an app on my phone i can see my bank balance straight away and i know exactly all my transactions am i missing something,,
13487,Differentiation/Unique Selling Proposition (USP),where did the idea come from,,
13489,Differentiation/Unique Selling Proposition (USP),what about the health message here is is there is your food any more healthy than you know what we usually associate with the big fry,,
13490,Differentiation/Unique Selling Proposition (USP),can i just pick up onthat some really interested see i'm notsure i do like the branding doesn't sayit's dog treats for a start but i thinkthe thing that you're selling is thefact that this is more digestible yeswhere'd you tell me that,,
13491,Differentiation/Unique Selling Proposition (USP),can you run us through like how it differs from other film cameras out there at the moment,,
13494,Differentiation/Unique Selling Proposition (USP),why are you guys going to win?,,
13498,Differentiation/Unique Selling Proposition (USP),what's wrong with using human organs,,
13514,Differentiation/Unique Selling Proposition (USP),"i understand that, that's a custom engagement, but that doesn't necessarily mean that i need to have this ring at the back of a pad, does it?",,
13531,Differentiation/Unique Selling Proposition (USP),i don't really understand why this is different.,,
13536,Differentiation/Unique Selling Proposition (USP),what was the gap that you saw and b - why do you attack that?,,
13542,Differentiation/Unique Selling Proposition (USP),can you give me some comparisons please if i've got cricket flour or insect flour yeah and the nutritional benefit of that compared to regular flour what is the benefits,,
13545,Differentiation/Unique Selling Proposition (USP),what do you believe is unique about this product?,,
13546,Differentiation/Unique Selling Proposition (USP),the inners basically are the same as you would get in any of the other tablets?,,
13557,Differentiation/Unique Selling Proposition (USP),what's unique about this?,,
13582,Differentiation/Unique Selling Proposition (USP),in what way are you different to what we might have seen before?,,
13583,Differentiation/Unique Selling Proposition (USP),h ow'd y ou--h ow'd y ou c om e u p w it h t hi s?,,
13619,Differentiation/Unique Selling Proposition (USP),why can't i just go click click selfie?,,
13640,Differentiation/Unique Selling Proposition (USP),tell us what's special about these cushions i design them good girl they're mine,,
13642,Differentiation/Unique Selling Proposition (USP),talk to us a little bit about the business and also like what makes you guys different,,
13648,Differentiation/Unique Selling Proposition (USP),does kosher have any relevance is name at all,,
13650,Differentiation/Unique Selling Proposition (USP),what'sdifferent about yours?,,
13656,Differentiation/Unique Selling Proposition (USP),the homefurnishings you've got there you can'treally tell it's from an aeroplane oraviation-related if i'm paying a premium to get thoseitems i want it to be able to say whatit is,,
13657,Differentiation/Unique Selling Proposition (USP),what do you think of this,,
13659,Differentiation/Unique Selling Proposition (USP),what's different i guess is it's all also helps the clubs and societies to manage their database and manage the running of their club or society,,
13662,Differentiation/Unique Selling Proposition (USP),what these are,,
13663,Differentiation/Unique Selling Proposition (USP),can you tell me sort of in in onesentence what its unique selling pointis,,
13664,Differentiation/Unique Selling Proposition (USP),not unique because there are other bike proms that connect and do the same thing not separate,,
13665,Differentiation/Unique Selling Proposition (USP),tell me what's the benefits,,
13668,Differentiation/Unique Selling Proposition (USP),the big tape people can do the same thing like what's making yours stand out,,
13669,Differentiation/Unique Selling Proposition (USP),sorry go back i'm confused so every school has programs of how to manage behaviour,,
13672,Differentiation/Unique Selling Proposition (USP),i'm really curious about what youwere talking about with your with yourown personal story this happening inlockdown and then you seeing this as thesolution yes for you to see this as thesolution yeah logically and i'm thinkingabout cause and effect there so thecause was you were kind of around eachother all the time and there was anxietyyeah so therefore i would think thesolution would be to not be around eachother so much,,
13673,Differentiation/Unique Selling Proposition (USP),how are you going to really compete in the market if your only unique selling point is assigned really,,
13674,Differentiation/Unique Selling Proposition (USP),ge as a non fisherman person thingexpert um and a male and amale what i'm hearing is this is a bitof a gimmick to get fish to come in thevicinity of where you're fishing toimprove your chances of catching that'swhat everybody does to cause the fishthat's what your product does basicallyit's a bit of it's a bait right yes uh,,
13678,Differentiation/Unique Selling Proposition (USP),are theygetting any better benefits of course ifthey bank with you,,
13679,Differentiation/Unique Selling Proposition (USP),but what'sdifferent from opening up an app on myphone i consumer bank balance straightaway and i know exactly all mytransactions am i missing something,,
13680,Differentiation/Unique Selling Proposition (USP),you're saying then that we haven't comeon in terms of the efficiency of theoverall systemif you connect an oil boiler to yoursolid fuel heating system the old boilercompany will sayyou have to have pressure when you'reconnecting this oil boiler but at thesame time you lose that pressurewhen you link it in with solid fuel nomatter what system you useokay whereas we we actually fixed thatproblem,,
13681,Differentiation/Unique Selling Proposition (USP),have you got anyexclusive deal with a manufacturer thatring fences your business model,,
13682,Differentiation/Unique Selling Proposition (USP),yes but whywould they want to buy a franchisebecause they can just do it they canjust sell them just start doing it,,
13683,Differentiation/Unique Selling Proposition (USP),so just to make sure i get this right this is the alternative to stamping single across your forehead?,,
13685,Differentiation/Unique Selling Proposition (USP),so what where did what was the inspirationfor that,,
13686,Differentiation/Unique Selling Proposition (USP),tell me why you're going to be the successful platform?,,
13688,Differentiation/Unique Selling Proposition (USP),normally a skateboard's thisbig is it or uh yes is this the firsttime anyone's ever cut it down to size,,
13689,Differentiation/Unique Selling Proposition (USP),what's unique about it,,
13690,Differentiation/Unique Selling Proposition (USP),so what's the known philosophy behind using coffee as part of a treatment,,
13691,Differentiation/Unique Selling Proposition (USP),what is it that you've got that somebody wouldn't do themselves,,
13692,Differentiation/Unique Selling Proposition (USP),what's the difference?,,
13693,Differentiation/Unique Selling Proposition (USP),how do you make yourself stand out in such a crowded set of kind of quasi medical information coming at people,,
13696,Differentiation/Unique Selling Proposition (USP),can you like encapsulate in a sentence or two what your brand is and what it's trying to do in the world,,
13698,Differentiation/Unique Selling Proposition (USP),so what's the difference between me using this like this versus me just using that i'm doing it straight into my ear canal right,,
13699,Differentiation/Unique Selling Proposition (USP),so why couldn't you put a little smiley face on the sock and call it a day instead of having this yeah i mean you don't want to look at a little sock on your bananas no fence,,
13700,Differentiation/Unique Selling Proposition (USP),so in my office we have a corporate subscription to mc afee on all the devices what is it about your product that works beyond what i'm already paying for?,,
13702,Differentiation/Unique Selling Proposition (USP),how did you come upwith this idea,,
13703,Differentiation/Unique Selling Proposition (USP),can you tell me a bit about the raw bake arena,,
13704,Differentiation/Unique Selling Proposition (USP),what i'm hearing is this is a bit of a gimmick to get fish to come in the vicinity of where you're fishing to improve your chances that's what everybody does to cause a fish that's what your product does basically it's a bit of it's a bait right,,
13706,Differentiation/Unique Selling Proposition (USP),i'm abit confused about your business model i'm really not sure whether you're inthe laundry business or whether you'rein the driver management systemsbusiness i don't really see adistinctive u sp for you on either ofthose to be honest and i'm reallyconcerned when i hear supposed customerservice play talking about enforcingcertain days on their customer base tosuit themselves so i imagine,,
13709,Differentiation/Unique Selling Proposition (USP),is there some magic formula to this is it something we're not seeing?,,
13710,Differentiation/Unique Selling Proposition (USP),will you be glossy or staying matte staying matte stay why i i i just tell me why glossy from a design perspective glossy is cheap and it's it's just so celtic kelly tiger we want something different we wanted to stand out on the shelves every other magazine is glossy we wanted to,,
13711,Differentiation/Unique Selling Proposition (USP),this is just a pair of pants with a reinforced crotch anybody could do it,,
13713,Differentiation/Unique Selling Proposition (USP),can i ask a question that we're all thinking sure how different is this to a sanitary town,,
13715,Differentiation/Unique Selling Proposition (USP),if i was to type in just l.com what would it return,,
